comment,preprocessed_comment
This class is easy...everything on the tests is on the outlines she gives you to take notes from lecture on.,"['class', 'easy', 'everything', 'tests', 'outlines', 'gives', 'take', 'notes', 'lecture']"
"Statistics is awful, but Martichuski makes it much more manageable, especially if you are not fond of math! She is so helpful and VERY ORGANIZED!! If you go to lecture and recitation you will be fine!","['statistics', 'awful', 'martichuski', 'makes', 'much', 'manageable', 'especially', 'fond', 'math', 'helpful', 'organized', 'go', 'lecture', 'recitation', 'fine']"
"She's clear and especially effective considering the class was 410 people.  Go to the lectures and the class is easy.  She goes out of her way to supplement the lectures with videos, speaker panels, etc.","['clear', 'especially', 'effective', 'considering', 'class', 'people', 'go', 'lectures', 'class', 'easy', 'goes', 'way', 'supplement', 'lectures', 'videos', 'speaker', 'panels', 'etc']"
Two words- Jodie Foster,"['two', 'words', 'jodie', 'foster']"
No Comments,['comments']
"For a large class, she taught effectively with great study (or lecture) guides.  She also provided many supplemental examples of topics (video clips, speaker panels, easy to understand models, etc.)","['large', 'class', 'taught', 'effectively', 'great', 'study', 'lecture', 'guides', 'also', 'provided', 'many', 'supplemental', 'examples', 'topics', 'video', 'clips', 'speaker', 'panels', 'easy', 'understand', 'models', 'etc']"
Could have taught hte class better myself,"['could', 'taught', 'hte', 'class', 'better']"
"Patti is a phenomenal sociologist, but her classes aren't for the lazy. Deviancy in US Society was a hard class, especially exams, but if you read the book and take notes in lecture, it's passable. The TA's and ATA's are a valuable resource. Patti isn't that helpful, but that's what the TA's are for. Doing well in recitation helps a lot on exams.","['patti', 'phenomenal', 'sociologist', 'classes', 'nt', 'lazy', 'deviancy', 'us', 'society', 'hard', 'class', 'especially', 'exams', 'read', 'book', 'take', 'notes', 'lecture', 'passable', 'ta', 'ata', 'valuable', 'resource', 'patti', 'nt', 'helpful', 'ta', 'well', 'recitation', 'helps', 'lot', 'exams']"
Rude and stupid hard tests. Not a nice person. ,"['rude', 'stupid', 'hard', 'tests', 'nice', 'person']"
"Definitely not an easy class, but you get a giant note card for very test to reference. Go to class, take notes, and put all your notes on the note card. I never actually studied, but i always made the notecard, and always did fine on the test. Also always do the homework. It comes in handy later.","['definitely', 'easy', 'class', 'get', 'giant', 'note', 'card', 'test', 'reference', 'go', 'class', 'take', 'notes', 'put', 'notes', 'note', 'card', 'never', 'actually', 'studied', 'always', 'made', 'notecard', 'always', 'fine', 'test', 'also', 'always', 'homework', 'comes', 'handy', 'later']"
terrible teacher,"['terrible', 'teacher']"
"Avoid Adler at all costs. Her class is incredibly hard to follow, her power points provide no info, and the book is very hard to understand and read. Her exams and grading are also in some weird format that has to be perfect or you lose points on the test.","['avoid', 'adler', 'costs', 'class', 'incredibly', 'hard', 'follow', 'power', 'points', 'provide', 'info', 'book', 'hard', 'understand', 'read', 'exams', 'grading', 'also', 'weird', 'format', 'perfect', 'lose', 'points', 'test']"
"If you are dedicated to working hard in this class, you will do well.  Not for lazy people looking for an easy A.","['dedicated', 'working', 'hard', 'class', 'well', 'lazy', 'people', 'looking', 'easy']"
"Patti is an incredibly intelligent and outgoing person, and an amazing professor. Her stories are entertaining and this was one class I actually looked forward to going to!","['patti', 'incredibly', 'intelligent', 'outgoing', 'person', 'amazing', 'professor', 'stories', 'entertaining', 'one', 'class', 'actually', 'looked', 'forward', 'going']"
I had the honor of taking Deviance in US Society. Using her real world research studies brings to life real & honest issues. Some of the subject topics may be non-standard. That which makes us uncomfortable isn't something to be afraid of or to be shunned from the classroom. These types of discussions allow people & societies to grow & progress.,"['honor', 'taking', 'deviance', 'us', 'society', 'using', 'real', 'world', 'research', 'studies', 'brings', 'life', 'real', 'honest', 'issues', 'subject', 'topics', 'may', 'nonstandard', 'makes', 'us', 'uncomfortable', 'nt', 'something', 'afraid', 'shunned', 'classroom', 'types', 'discussions', 'allow', 'people', 'societies', 'grow', 'progress']"
"Easily the realest, most interesting class I've ever taken. Patti is a fantastic professor and is very engaging. Lecture was always very funny and it was not a chore to attend like some are.","['easily', 'realest', 'interesting', 'class', 'ever', 'taken', 'patti', 'fantastic', 'professor', 'engaging', 'lecture', 'always', 'funny', 'chore', 'attend', 'like']"
This was one of my favorite classes its sad how the university no longer values academic freedom among their staff and forced her into retirement.,"['one', 'favorite', 'classes', 'sad', 'university', 'longer', 'values', 'academic', 'freedom', 'among', 'staff', 'forced', 'retirement']"
Patti was one of the best teachers I've ever had! Her classes are captivating and interesting to listen to! It's unfortunate that the university has decided to part ways with her though. She was a really great teacher who knew her stuff!,"['patti', 'one', 'best', 'teachers', 'ever', 'classes', 'captivating', 'interesting', 'listen', 'unfortunate', 'university', 'decided', 'part', 'ways', 'though', 'really', 'great', 'teacher', 'knew', 'stuff']"
"This is Patti's favorite class and is extremely passionate about it. I never got bored in lecture, but it easy to get distracted in a 500 student lecture. Lecture slides consist of 50% of tests, textbook lists make up the other 50%. Read the textbook, make an organized test note card, and go to recitation to do well!","['patti', 'favorite', 'class', 'extremely', 'passionate', 'never', 'got', 'bored', 'lecture', 'easy', 'get', 'distracted', 'student', 'lecture', 'lecture', 'slides', 'consist', 'tests', 'textbook', 'lists', 'make', 'read', 'textbook', 'make', 'organized', 'test', 'note', 'card', 'go', 'recitation', 'well']"
"SUCH an interesting class! All we talk about is prostitutes and drugs. Patti is a great teacher- she's very funny and relatable. As long as you read and go to lecture, you will pass. Take Kathryn as your TA- she is so passionate and informative.","['interesting', 'class', 'talk', 'prostitutes', 'drugs', 'patti', 'great', 'teacher', 'funny', 'relatable', 'long', 'read', 'go', 'lecture', 'pass', 'take', 'kathryn', 'ta', 'passionate', 'informative']"
"If you go to class, make a good notecard for the tests, and do all of the reading lists from the textbook there is no way you won't do well in this class, you just have to try and pay attention and be good at applying knowledge because the tests aren't multiple choice.","['go', 'class', 'make', 'good', 'notecard', 'tests', 'reading', 'lists', 'textbook', 'way', 'wo', 'nt', 'well', 'class', 'try', 'pay', 'attention', 'good', 'applying', 'knowledge', 'tests', 'nt', 'multiple', 'choice']"
"Very interesting class. However, you need to understand the test format and what they are asking to do well.  Your notecard is your life saver.  Patti is a wonderful professor, but don't skip this class.  It is not that hard to get an A in the class, just make sure your notecard is thorough and write super small.","['interesting', 'class', 'however', 'need', 'understand', 'test', 'format', 'asking', 'well', 'notecard', 'life', 'saver', 'patti', 'wonderful', 'professor', 'nt', 'skip', 'class', 'hard', 'get', 'class', 'make', 'sure', 'notecard', 'thorough', 'write', 'super', 'small']"
Patti is so awesome! Her class is truly interesting and she is quite a character herself. This is a tough course especially for students used to being tested by multiple choice exams.  She uses a short response and essay format for her exams which requires students to truly understand the material in order to succeed. An A is totally possible!,"['patti', 'awesome', 'class', 'truly', 'interesting', 'quite', 'character', 'tough', 'course', 'especially', 'students', 'used', 'tested', 'multiple', 'choice', 'exams', 'uses', 'short', 'response', 'essay', 'format', 'exams', 'requires', 'students', 'truly', 'understand', 'material', 'order', 'succeed', 'totally', 'possible']"
Patti has been my favorite professor at the University of Colorado. She has a great way of making the class very interesting. I found the class fairly easy because of how interesting it was.,"['patti', 'favorite', 'professor', 'university', 'colorado', 'great', 'way', 'making', 'class', 'interesting', 'found', 'class', 'fairly', 'easy', 'interesting']"
Before taking this class I was mostly uninterested in studying Sociology. This class was a game-changer for me. I absolutely loved this class and found everything discussed interesting and applicable to the real world. Every student at CU should take this class!,"['taking', 'class', 'mostly', 'uninterested', 'studying', 'sociology', 'class', 'gamechanger', 'absolutely', 'loved', 'class', 'found', 'everything', 'discussed', 'interesting', 'applicable', 'real', 'world', 'every', 'student', 'cu', 'take', 'class']"
I had Patti for Deviance which is an amazing class! I thought it would just be another boring core class but i loved it! Patti is hilarious and you learn a lot of really cool information. Take this class if you can! You wont regret it and you'll have an awesome time laughing every time you're in her lecture! I loved Patti's class!,"['patti', 'deviance', 'amazing', 'class', 'thought', 'would', 'another', 'boring', 'core', 'class', 'loved', 'patti', 'hilarious', 'learn', 'lot', 'really', 'cool', 'information', 'take', 'class', 'wont', 'regret', 'awesome', 'time', 'laughing', 'every', 'time', 'lecture', 'loved', 'patti', 'class']"
Professor Adler is great! She is very knowledgeable and always keeps lecture interesting (you will NOT be bored.) She is really understanding and helpful. This class is a must take!!,"['professor', 'adler', 'great', 'knowledgeable', 'always', 'keeps', 'lecture', 'interesting', 'bored', 'really', 'understanding', 'helpful', 'class', 'must', 'take']"
